"Index","Success","DurationMs","Status","Error"
"1","False","38",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"2","False","24",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"3","False","29",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"4","False","27",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"5","False","23",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"6","False","22",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"7","False","22",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"8","False","20",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"9","False","19",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
"10","False","22",,"Invoke-RestMethod : {""error"":""invalid input syntax for type integer: 
\""synthetic-user\""""}
At E:\student\DIENTOANDAMMAY\DOAN\scripts\synthetic-payment-test.ps1:41 char:17
+ ...     $resp = Invoke-RestMethod -Uri $Url -Method Post -Headers $header ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : InvalidOperation: (System.Net.HttpWebRequest:HttpWe 
   bRequest) [Invoke-RestMethod], WebException
    + FullyQualifiedErrorId : WebCmdletWebResponseException,Microsoft.PowerShell. 
   Commands.InvokeRestMethodCommand"
